address|latitude|longtitude|name|country|phone|region
трасса Ростов-Ставрополь, ст.Мечетинская, справа при движении из г.Ставрополя |46.753807|40.459632|61354|RU|8 (86359) 6-21-86|Ростовская область
1-й км трассы Константиновск-Тацинская|47.589403|41.122254|61355|RU|8 (86393) 2-37-22|Ростовская область
2 км трассы Целина-Ольшанка,  Целинский р-н, ул.Гагарина|46.538082|41.035308|61357|RU|8 (86371) 9-19-39|Ростовская область
"44 км а/д ""Песчанокопское-Сальск-Зимовники-Котельниково"""|46.420384|41.465022|61358|RU|8  961  830 22 11|Ростовская область
1074-й км трассы М4, слевва при движении из г. Москва, Аксайский район, п. Дорожный|47.134038|39.876659|61360|RU|8  961  830 15 15|Ростовская область
981-й км трассы М4 , слева при движении из г. Москва, Красносулинский р-он |47.866732|40.203738|61361|RU|8  961  830 11 10|Ростовская область
907-й км трассы М4, слева при движении из г. Москва, Каменский р-он; |48.510506|40.341561|61362|RU|8  961  830 22 28|Ростовская область
Тацинский район, пос. Углегорский, ул. Степная, 3|48.236797|41.250445|61363|RU|+7 (988) 953-87-06|Ростовская область
Аксайский район, СХПК Колхоз Заря, поле №51|47.379273|39.891588|61364|RU|79889538679|Ростовская область
г. Новочеркасск, ул.Гагарина, 2а|47.436841|40.100085|61370|RU|89180683053|Ростовская область
Зимовниковский р-н, п.Зимовники, ул.Магистральная, 70|47.157767|42.470721|61371|RU|79889538728|Ростовская область
г. Ростов-на-Дону,   пр-т 40 лет Победы, 332/1|47.244148|39.842286|61376|RU|79180683059|Ростовская область
г. Ростов-на-Дону,   ул. Курчатова, 26|47.265139|39.780751|61377|RU|79180683071|Ростовская область
г. Таганрог, ул. Октябрьская, д. 24б|47.217665|38.918025|61378|RU|79889538674|Ростовская область
станица Обливская|48.546188|42.528676|61489|RU|8 (86396) 2-20-82|Ростовская область
г. Минск, ул. Широкая, д.40б|53.949477|27.599442|62|BY|-|Минская область
330 км трассы Москва-Волгоград, справа при движении из г.Москвы; Новодеревенский р-он, не доезжая 800 м поворота на г.Чаплыгин|53.420888|40.141965|62870|RU|8-903-640-11-41|Рязанская область
г. Рязань, Куйбышевское ш., 53|54.56943|39.80865|62871|RU|8-905-050-17-55|Рязанская область
г. Минск, ул. Калиновского, д.115б|53.941339|27.655702|63|BY|-|Минская область
г. Самара, пересечение ул.Нововокзальной и пр.Карла Маркса|53.231048|50.226517|63007 АЗС 7|RU|""|Самарская область
с.т. Черная речка, 29 км автодороги Самара-Оренбург|53.066216|50.368155|63019 АЗС 19-У|RU|8-927-2600-356|Самарская область
п. Спутник, ул. Череповецкая, 21|53.25886281|50.42363317|63023 АЗС 23-У|RU|(846) 999-29-98|Самарская область
д. Висловка, 1023 км трассы Москва-Челябинск|53.45577462|50.22487878|63046 АЗС 46-У|RU|(8462) 438-497|Самарская область
д. Средняя Солонцовка, на въезде (автодорога М-5 Москва-Челябинск 1047 км + 50 м)|53.521675433|50.455102029|63047 АЗС №47У|RU|8 937 794 18 43|Самарская область
г. Самара, ул. Ташкентсткая, 79в |53.242262519|50.255211563|63050 АЗС 50|RU|8-917-147-88-83|Самарская область
г. Самара, ул. Стара-Загора, 299а|53.255290436|50.262188163|63051 АЗС 51|RU|8-917-148-03-26|Самарская область
п. Новосемейкино, 2 км+995 м подъезда к г. Самара от а/д Москва-Уфа-Челябинск (левая сторона)|53.392901383|50.325290687|63052 АЗС 52|RU|""|Самарская область
г. Новокуйбышевск, Самарское шоссе, 4|53.136736686|49.972075318|63053 АЗС 53|RU|8-917-115-82-21|Самарская область
г. Самара, ул. Уральская, 4|53.13458|50.112091|63054 АЗС 54|RU|""|Самарская область
г. Самара, Московское шоссе, 264а|53.248929179|50.217708186|63056 АЗС 56|RU|""|Самарская область
с. Преображенка, ул. Ленинская, 74а|53.081753|50.12356|63058 АЗС 58|RU|""|Самарская область
д. Зеленовка, 979 км трассы Москва-Челябинск|53.51288562|49.57518339|63064 АЗС 64-У|RU|8-927-208-01-85; 8-927-007-59-66|Самарская область
г. Тольятти, Борковское шоссе, 43|53.55810318|49.28988219|63067 АЗС 67-У|RU|(8482) 39-14-05|Самарская область
с. Георгиевка, на въезде|53.26954676|50.99750479|63068 АЗС 68-У|RU|(846)632-73-49|Самарская область
г. Тольятти, ул. Куйбышева, 5|53.49135794|49.52245116|63071 АЗС 71|RU|(8482) 20-72-91|Самарская область
г. Тольятти, Приморский бульвар, 50|53.50900072|49.25595225|63072 АЗС 72|RU|(8482) 20-14-99|Самарская область
п.г.т. Суходол, 1108 км трассы М-5|53.85579311|51.16504669|63075 АЗС 75|RU|8-927-208-01-55|Самарская область
с. Тимофеевка, ул. Обводная дорога, 7а|53.57007482|49.38336253|63076 АЗС 76-У|RU|(8482) 40-40-11|Самарская область
г. Сызрань, 906 км трассы М-5|53.2184934833|48.7580514017|63086 АЗС 86-У|RU|8-927-202-87-35.|Самарская область
г. Минск, пр-т Дзержинского, 165|53.840724|27.468315|64|BY|-|Минская область
г. Саратов в 500 метрах от Аэропорта по направлению движения  к авторынку на Соколовой горе |51.555332|46.038122|64550|RU|8-9148-349-2933|Саратовская область
г. Энгельс, р-н Летного городка Авиационной базы|51.476213|46.157629|64551|RU|8-8453-74-44-65|Саратовская область
г. Саратов пересечение ул.Чернышевского с ул.Радищева, рядом со 2-ой советской больницей|51.522089|46.029971|64552|RU|8-8452-28-35-58|Саратовская область
г. Саратов ул.Соколовая и  угол ул.Вольской |51.544444|46.033229|64553|RU|8-918-3491984|Саратовская область
г. Саратов, выезд из города р-н Елшанка, дорога на г.Москву через г. Пензу|51.614779|45.883237|64554|RU|8-918-349-1435|Саратовская область
п.Колотов Буерак,Саратовский р-н, трасса Сызрань - Волгоград, 22 км от г.Саратова, слева РЕКОНСТРУКЦИЯ|51.383861|45.710483|64555|RU|8-918-349-0934|Саратовская область
п. Песчаный Умет, трасса Саратов-Балашов-Борисоглебск, р-н п. Песчанного Умета 20 км слевой стороны|51.519578|45.634122|64556|RU|8-918-349-0941|Саратовская область
"г. Саратов, п.Солнечный, ул.Ак.Антонова пересечение с ул.Топольчанской, около универсама ""Солнечный"" "|51.60151|46.005629|64557|RU|8-918-349-2725|Саратовская область
п.Лысые Горы, по трассе Саратов-Балашов-Борисоглебск, 20 км до г.Калининска от г.Саратова 80 км слевой стороны  |51.523869|44.811982|64558|RU|8-845-51-2-12-86|Саратовская область
г. Саратов, пересечение ул.Шехурдина с пр-том Строителей, р-н 3 Дачной улици, выезд на Московское ш. |51.583263|45.970524|64559|RU|8-918-349-2489|Саратовская область
"г. Энгельс, пр-кт Ф.Энгельса р-н ""Покровск-Лада"" недалеко от Завода Автотракторных Запальных свечей"|51.447866|46.099985|64560|RU|8-918-349-2931|Саратовская область
п.Быков Отрог, трасса Саратов-Самара,справа при движении в г. Балаково, 150 км от г.Саратова|51.944087|47.799959|64563|RU|8-8453-65-16-42|Саратовская область
г. Саратов, ул.Политехническая, р-н Силикатного завода |51.515453|45.982856|64564|RU|8-918-349-2755|Саратовская область
"г. Энгельс, пр-кт Строителей, р-н Саратов-Лада выезд на г.Ершов, справой стороны рядом с заводом ""Кребор"""|51.462843|46.137186|64565|RU|8-918-349-1299|Саратовская область
п. Пристанное Новая, объездная дорога рядом с новым мостом через р. Волгу с Саратовской стороны|51.627537|46.155967|64566|RU|8-918-349-2578|Саратовская область
г. Саратов, ул. Орджоникидзе,  р-н Горгаза, Заводской р-н |51.507667|45.971151|64568|RU|8-918-349-1579|Саратовская область
с. Шумейка Новая объездная трасса рядом с новым мостом через Волгу с Энгельской стороны с. Шумейка |51.550573|46.278348|64569|RU|8-918-349-2481|Саратовская область
г. Саратов ул. Орджоникидзе, 24 А по направлению движения в Заводской р-н г.Саратова|51.505257|45.969123|64570|RU|8-918-349-1529|Саратовская область
г. Саратов ул. Приволжская 1, р-н п. Зоналка, слева при движении в  г.Усть Курдюм|51.581192|46.104228|64571|RU|(8452)75-28-29|Саратовская область
г. Саратов, ул. Танкистов, пересечение с ул.50 лет Октября и 1-ой Дачной улицей|51.563912|45.990328|64572|RU|8-918-349-2590|Саратовская область
"г. Саратов, Трофимовский мост, напрвление на 6 квартал, в сторону автосалона ""Элвис"""|51.591749|45.948511|64573|RU|8-918-349-2043|Саратовская область
г. Саратов ул Танкистов по направлению на СХИ от Сенного рынка|51.557224|46.019024|64574|RU|8-918-349-2051|Саратовская область
г. Саратов ул. Осипова, р-н СХИ по направлению на Молочку, или п.Солнечный|51.565361|46.03216|64575|RU|8-918-349-2005|Саратовская область
г. Саратов, предмостовая площадь при выезде из г.Саратова в г.Энгельс, мост через р.Волгу |51.531481|46.059267|64576|RU|8-918-349-1988|Саратовская область
г. Саратов, п.Юбилейный, ул. Усть-Курдюмская, выезд на Усть-Курдюмский тракт. |51.567749|46.063373|64577|RU|8-918-349-2032|Саратовская область
г. Энгельс, ул. Маяковского, 117/а|51.481548|46.112853|64578|RU|8-918-349-1319|Саратовская область
п. Сергеевский, Саратовский р-н,  43 км от г.Саратова, по трассе Сызрань - Волгоград, справа|51.283678|45.671474|64579|RU|8-918-349-0891|Саратовская область
604 км трассы Волгорад - Сызрань п. Алексеевка, Хвалынский р-н, справа|52.29586|47.929456|64580|RU|8-918-349-1095|Саратовская область
г. Балаково ул. Вокзальная, 2а, рядом с автовокзалом|52.0056|47.786242|64581|RU|8-918-349-2766|Саратовская область
379 км трассы Сызрань - Саратов- Волгоград, Красноармейский р-он, слева при движении в г. Волгоград|51.027522|45.624459|64582|RU|8-918-349-2926|Саратовская область
г. Балаково, Саратовское шоссе, 110|52.028648|47.84189|64583|RU|8-918-349-2786|Саратовская область
283 км трассы Сызрань - Саратов - Волгоград, Саратовский р-он, слева при движении в г. Саратов|51.735784|46.036203|64584|RU|8-918-349-0802|Саратовская область
Энгельский район, трасса Е-38 Энгельс-Ершов, 23 км.|51.37833|46.279882|64585|RU|8-918-349-1237|Саратовская область
Ивантеевский район, с.Ивантеевка, ул.Ашхабадская 19|52.263917|49.138319|64586|RU|8-937-964-0922|Саратовская область
Саратовский район, с. Верхний Курдюм, 11 км объездной автодороги г. Саратова|51.579318|45.763721|64587|RU|8-988-953-8698|Саратовская область
Татищевский район, Сторожевское МО, 310 км а/д Сызрань-Саратов-Волгоград|51.608719|45.774336|64588|RU|8-918-349-2994|Саратовская область
г.Саратов, ул.Танкистов|51.586136|46.025803|64589|RU|8-927-279-2784|Саратовская область
г. Минск, ул. Кижеватова, д.88|53.838203|27.532117|65|BY|-|Минская область
г. Минск, ул. Кабушкина, 48|53.862523|27.641009|66|BY|-|Минская область
г. Сухой Лог, ул. Вокзальная, 1а|56.89515|62.04055|66401|RU|8  901 210-22-58|Свердловская область
г. Екатеринбург, ул. Бакинских комиссаров, 2|56.8929|60.5735|66402|RU|8 901 210-32-71; 8 901-210-60-02|Свердловская область
г. Первоуральск, Динасовского шоссе, 3|56.908267|59.908367|66403|RU|8  901 201-41-32|Свердловская область
г. Екатеринбург, ул. Предельная стр. 59|56.76612|60.555648|66404|RU|""|Свердловская область
г. Екатеринбург, ул. Маяковского, 1a|56.86065|60.613817|66454|RU|8  901 201-43-01|Свердловская область
17 км трассы Екатеринбург-Челябинск, справа при движении из г. Екатеринбурга в г. Челябинск |56.70655|60.7415|66405|RU|8 901 201-04-09|Свердловская область
п. Белоярский, ул. Химиков 3, около Мельзавода|56.773667|61.330167|66406|RU|8  901 210-22-54|Свердловская область
г. Первоуральск, ул. Ленина, 1а|56.906098|59.952649|66408|RU|8  901 201-41-37|Свердловская область
г. Асбест, ул. Промышленная, 2 в|56.974417|61.466383|66409|RU|8  901 210-22-59|Свердловская область
а/д Пермь-Екатеринбург, 171 км, г. Ачит|56.853531|57.716867|66410|RU|8-912-220-59-93|Свердловская область
28 км , трассы Пермь-Екатеринбург, г. Первоуральск|56.837567|60.165333|66411|RU|8  901 201-04-07|Свердловская область
29 км, трассы Екатеринбург-Пермь, справа при движении из г.Екатеринбурга в г.Первоуральск |56.838217|60.159533|66413|RU|8 901 201-04-06|Свердловская область
г. Асбест, ул. Плеханова, 58|57.007883|61.436717|66414|RU|8  901 210-22-52|Свердловская область
г. Каменск-Уральский, Барабановский тракт, г. Каменск-Уральский, а/д Каменск-Уральский - Усть Багаряк, 2|56.372183|61.914933|66416|RU|8  901 210-31-18|Свердловская область
г. Каменск-Уральский, ул. Алюминиевая 1б|56.3775|61.9681|66417|RU|8  901 201-41-39|Свердловская область
г. Екатеринбург, ул. Московская, 82|56.817494|60.58746|66418|RU|89827201034|Свердловская область
г. Екатеринбург, ул. Вторая Новосибирская, 6|56.760833|60.58855|66419|RU|8  901 201-19-65|Свердловская область
д. Бакряж, а/д Пермь-Екатеринбург|56.857763|57.70513|66420|RU|8-932-618-04-20  |Свердловская область
г. Асбест, ул. Мира, 18|57.001117|61.444667|66421|RU|8  901 210-22-51|Свердловская область
г. Каменск-Уральский, ул. К.Маркса, 64а|56.4382|61.897083|66422|RU|8 901 201-08-63|Свердловская область
г. Екатеринбург, ул. Черепанова 25|56.856314|60.576639|66423|RU|8-982-72-010-36|Свердловская область
г. Каменск-Уральский, ул. Рябова, 1а|56.41425|61.9331|66425|RU|8  901 201-02-75|Свердловская область
г. Первоуральск, ул. Вайнера, 5 а|56.91135|59.97825|66426|RU|8  901 201-41-30|Свердловская область
п. Леневка, на въезде в г. Нижний Тагил|57.74705|60.09015|66427|RU|8  901 201-06-73|Свердловская область
г. Екатеринбург, ул. Высоцкого, 49|56.844433|60.700933|66428|RU|8 (901) 230-85-88|Свердловская область
г. Нижний Тагил, Восточное шоссе, Дзержинский р-н|57.91965|60.0659|66429|RU|8  901 201-19-70|Свердловская область
г. Екатеринбург, Дублер Сибирского тракта, в развилке перед концерном «Калина».|56.829795|60.677395|66430|RU|8-901-230-08-22|Свердловская область
г. В.Пышма, ул. Петрова, 67|56.94775|60.6064|66432|RU|8  901 201-03-16|Свердловская область
г. Екатеринбург, ул. Репина, 92|56.81825|60.5375|66433|RU|8  901 201-04-12|Свердловская область
г. Нижний Тагил, ул. Володарского, Дзержинский р-н|57.90995|60.105567|66434|RU|8  901 201-93-57|Свердловская область
г. Ревда,  ул. Цветников, 53|56.792017|59.913417|66436|RU|8  901 201-41-34|Свердловская область
г. Екатеринбург, съезд с развязки с ул. Дерябиной на ул. Репина|56.82677|60.562306|66437|RU|(901) 230-87-67|Свердловская область
п. Верхнее Дубово, Сибирский тракт, 32-й км трассы Екатеринбург-Тюмень, справа при движении от г. Екатеринбурга в г.Тюмень|56.7325|61.036633|66438|RU|8  901 201-02-76|Свердловская область
г. Екатеринбург, Сибирский тракт, 8|56.8129|60.691583|66439|RU|8  901 210-32-73|Свердловская область
г. Екатеринбург, ул. Комсомольская, 69б|56.835917|60.66215|66441|RU|8  901 201-02-15|Свердловская область
г. Екатеринбург, ул. Московская, 216 б|56.796823|60.595355|66442|RU|8  901 201-43-02|Свердловская область
г. Екатеринбург, ул. Щербакова, 1а|56.792967|60.642283|66443|RU|8  901 210-60-07|Свердловская область
г. Екатеринбург,  ул.Франтовых Бригад|56.882598|60.633971|66445|RU|8 901 220-39-37|Свердловская область
г. Екатеринбург, ул. Щербакова, 87|56.775917|60.664183|66446|RU|8 901 201-16-14|Свердловская область
г. Екатеринбург, ул. Волгоградская, 206|56.813865|60.552615|66447|RU|8  901 201-08-62|Свердловская область
г. Екатеринбург, Кольцовский тракт, 11|56.772646|60.720773|66448|RU|8 (901) 454-42-08|Свердловская область
г. Екатеринбург, Кольцовский проезд, 2 км (ул. Яблоневая)|56.788964|60.676642|66449|RU|(901) 220-35-57|Свердловская область
г. Н.Тагил, ул. Фестивальная, 13|57.901383|60.011283|66451|RU|8  901 201-06-71|Свердловская область
г. Н. Тагил, Черноисточинское шоссе, 64г|57.88285|59.939533|66452|RU|8 901 230-33-62|Свердловская область
г. Екатеринбург, ул. Артинская, 22 б|56.8687|60.586|66453|RU|8  901 201-08-61|Свердловская область
"Газахский район, село Икинджи Шыхлы """"Qala-2017"""""|41.325698|45.080753|AZS 49F|AZ|-|Баку
г. Екатеринбург, 35 км, п. Садовый, ЕКАД, 30|56.941|60.669483|66455|RU|8-922-137-44-55|Свердловская область
г. Екатеринбург, пр-д Водительский, 10|56.788467|60.616333|66456|RU|8  901 201-03-14|Свердловская область
г. Красноуфимск, ул. Ачитская, 1|56.635717|57.763483|66457|RU|8 (34394) 6-17-00|Свердловская область
г. Екатеринбург, Полевской тракт, 12-й км|56.7338|60.595183|66458|RU|8  901 201-02-18|Свердловская область
г. Екатеринбург, ул. Трудовая, 31|56.889133|60.732317|66459|RU|8  901 201-01-72|Свердловская область
101-й километр автодороги Ивдель – ХМАО|61.055597|61.939183|66460|RU|8-929-20-20-460|Свердловская область
г. Екатеринбург, ул. Трудовая, 22|56.887733|60.73185|66461|RU|8  901 201-02-74|Свердловская область
г. Екатеринбург, ул. Крестинского, 40|56.7887|60.6196|66462|RU|8  901 210-22-55|Свердловская область
г. Екатеринбург, Елизаветинское шоссе, 60|56.758317|60.62745|66463|RU|8  901 201-02-16|Свердловская область
г. Екатеринбург, ул. Бакинских Комиссаров, 159|56.913117|60.59965|66464|RU|8  901 201-19-67|Свердловская область
г. Первоуральск, ул. Ленина, 8 (Ленина-Береговая)|56.914564|59.947385|66465|RU|8  901 201-41-38|Свердловская область
г. Первоуральск, ул. Строителей|56.904833|59.955517|66466|RU|8  901 201-41-33|Свердловская область
г. Екатеринбург, Московский тракт, 8|56.81935|60.507767|66467|RU|8  901 201-03-15|Свердловская область
г. Екатеринбург, ул. Машиностроителей, 5|56.886883|60.607717|66468|RU|8  901 210-32-70|Свердловская область
г. Екатеринбург, ул. 8 Марта, 183а|56.798917|60.612883|66469|RU|8  901 201-01-73|Свердловская область
Пригородный район, п. Леневка, а/д Екатеринбург-Серов, 122 км|57.743081|60.091399|66470|RU|(901) 230-09-96|Свердловская область
г. Ревда,  ул. Калинина, 26а|56.805833|59.9382|66471|RU|8  901 201-03-17|Свердловская область
г. Полевской, мкр. Зеленый Бор-2, 53|56.512817|60.2767|66472|RU|8  901 201-41-36|Свердловская область
г. Екатеринбург, ул. Бебеля, 63а|56.8547|60.5526|66473|RU|8(343)253-14-08 |Свердловская область
г. Реж , ул. Почтовая, 2|57.3761|61.396133|66474|RU|8-(901)-210-22-53; 8  (343) 642-44-37|Свердловская область
г. Екатеринбург, ул. Пехотинцев, 8|56.870167|60.55105|66475|RU|8  901 950-96-42|Свердловская область
г. Екатеринбург, ул. Варшавская, 5|56.786433|60.734517|66476|RU|8  901 950-97-61|Свердловская область
г. Екатеринбург, пер. Базовый, 30|56.80835|60.6536|66477|RU|8  901 950-97-62|Свердловская область
г. Екатеринбург, ул. Начдива Онуфриева, 23|56.802217|60.545|66478|RU|8  901 950-96-51|Свердловская область
г. Березовский, Березовский тракт, 9|56.904383|60.776583|66479|RU|8  901 950-97-60|Свердловская область
132 км а/д Екатеринбург - Пермь, с. Кленовское|56.791567|58.603533|66480|RU|8 912 686-06-77|Свердловская область
Сысертский район, а/д Екатеринбург-Челябинск, 31 км (левая сторона)|56.617167|60.83345|66481|RU|8 (901) 454-42-07|Свердловская область
а/д Екатеринбург-Челябинск 31 км|56.60155|60.842817|66482|RU|8 901 454-45-66|Свердловская область
 86+260 км а/дороги Екатеринбург-Шадринск-Курган, с. Малая Белоносова|56.463981|61.703796|66483|RU|8 901 454-42-05|Свердловская область
а/д Екатеринбург-Тюмень, 105 км. (правая сторона)|56.756179|62.198152|66484|RU|8 (901) 23-05-432|Свердловская область
а/д Екатеринбург-Тюмень, 105 км. (левая сторона)|56.754859|62.198926|66485|RU|8 (901) 23-05-425|Свердловская область
п. Пышма, а/д Екатеринбург-Тюмень, 174 км|56.940766|63.217753|66486|RU|(912) 600-12-07|Свердловская область
1-й километр автодороги Ивдель – ХМАО|60.699362|60.494905|66487|RU|8 922 124 04 40|Свердловская область
г.Екатеринбург, Дублер Сибирского тракта, 6|56.822|60.705067|66488|RU|8-901-23-03-390|Свердловская область
Пригородный район, п. Малая Лая, а/д Екатеринбург-Серов, 168 км|58.108221|59.879987|66489|RU|(901) 230-06-68|Свердловская область
п. Лосиный, (а/д Екатеринбург-Реж-Алапаевск, 47км) ул. Уральская, 16|57.135633|61.077771|66491|RU|(912) 667-69-34|Свердловская область
г. Североуральск, а/д Серов-Североуральский-Ивдель, 89 км|60.171661|59.959998|66492|RU|(912) 600-24-48|Свердловская область
г. Березовский, ул. Кольцевая, 6а|56.89197|60.772074|66493|RU|8 901 220-13-86|Свердловская область
г. Верхняя Салда, ул. Парковая, 14 б|58.057317|60.573942|66494|RU|8 (982) 690-92-12|Свердловская область
г. Верхняя Пышма, ул. Советская, 134|56.944183|60.608465|66495|RU|(901) 220-13-87|Свердловская область
г. Нижний Тагил Свердловское шоссе|57.876874|60.020656|66496|RU|89827201069|Свердловская область
д. Киселевка, а/д Пермь-Екатеринбург|56.791889|58.6086|66497|RU|89326190497|Свердловская область
г. Екатеринбург, ул. Блюхера , 91|56.863336|60.66469|66498|RU|(901) 220-28-08|Свердловская область
г. Карпинск|59.772119|60.060192|66499|RU|8 982 720 10 77|Свердловская область
г. Лесной, ул. Строителей, 24|58.638258|59.804594|66727|RU|'89122304973 - АЗС,  89527345692 - менеджер'|Свердловская область
г. Минск, ул. Кижеватова, д.44|53.858655|27.537346|67|BY|-|Минская область
Смоленский район, с.п. Дивасовское, д. Долгая Ольша, 399 км (справа) а/д М-1 Москва-Минск|54.849916|31.801998|67100|RU|8-910-520-85-33     8-962-190-19-95|Смоленская область
"г. Cмоленск, ул. Шевченко, 79 А, напротив ТЦ ""Старик Хоттабыч"", промышленный р-н, 10 км до трассы М1"|54.781035|32.083915|67101|RU|(4812) 31-09-78, 31-11-26|Смоленская область
Смоленская область, г. Ярцево, 338 км автомагистрали Москва-Минск, перед въездом в город |55.065129|32.620129|67102|RU|'(48143) 4-15-41 (4812) 60-79-55  (4812)31-11-26 (4812) 3109-78 (48143)3-02-03'|Смоленская область
г. Ярцево, пр-т Металлургов, 41-а|55.044502|32.719969|67103|RU|(48143)  5-45-10|Смоленская область
 г.Вязьма, в районе 227 км трассы М1, справа при движении в г.Москву, перед поворотом на г. Калугу|55.242039|34.307252|67104|RU|(48131) 2-39-83, (48131) 2-55-16|Смоленская область
Смоленская область, Смоленский район, село Ольша, ул. Минская, дом. 1, на 397 км автодороги Москва-Минск|54.85011|31.84233|67105|RU|(905)1621900|Смоленская область
227 км трассы М1, Смоленская область, Вяземский район, Новосельское сельское поселение, д. Бородино|55.241249|34.30848|67106|RU|'8-920-665-80-10,               (48131) 2-55-19'|Смоленская область
Смоленская область, г. Ярцево, 338 км автодороги Москва-Минск (по правой стороне в сторону Минска)|55.066274|32.620161|67107|RU|'(920) 665-80-09,  8-962-190-19-94'|Смоленская область
"455км трассы М1 ""Беларусь"", Краснинский р-он, д.Буда, слева."|54.690274|31.020585|67114|RU|'(48145) 2-70-18 8-920-312-98-45'|Смоленская область
"455 км трассы М1 ""Беларусь"", Краснинский р-он, д.Буда, справа."|54.691635|31.021556|67115|RU|'(48145) 2-70-18, 4-70-33    8-960-587-02-57'|Смоленская область
п.Кардымово, ул. Ленина, д. 70|54.884414|32.412218|67121|RU|(48167) 4-16-40|Смоленская область
г. Смоленск, ул. Попова, 64|54.766716|32.105188|67122|RU|(4812) 52-52-28|Смоленская область
г.Смоленск, ул.Соболева, 5|54.790986|32.060093|67123|RU|(4812) 21-45-05|Смоленская область
11 км трассы Смоленск-Печерск, п. Печерск, ул.Минская|54.865398|32.026344|67124|RU|(4812) 24-25-58; 8-962-190-19-97|Смоленская область
г. Смоленск, Краснинское ш., д. 35-б, стр. 1|54.770295|31.986514|67144|RU|(4812) 66-27-00 |Смоленская область
г. Минск, ул. Орловская, д.38|53.933197|27.555429|68|BY|-|Минская область
363 км трассы М6, Первомайский район, слева при движении от г.Москвы|53.170267|40.360683|68850|RU|8-989-820-0748|Тамбовская область
г.Тамбов, ул. Советская 194Г|52.75149|41.447027|68851|RU|8-989-820-0741|Тамбовская область
г.Тамбов, ул. Чичерина 5|52.771052|41.408402|68852|RU|8-989-820-0737|Тамбовская область
г.Тамбов, ул.Пролетарская, 174|52.726072|41.435033|68853|RU|8-989-820-0719|Тамбовская область
Тамбовский район, р.п. Новая Ляда, 17 км автодороги Тамбов -Пенза|52.710273|41.709626|68854|RU|8-989-820-0711|Тамбовская область
Тамбовский р-н, с.Стрельцы, 800м на юго-запад от жилого дома №10 по ул.Урожайной|52.731904|41.311201|68855|RU|8-989-820-0547|Тамбовская область
Тамбовский район, п.Новая Ляда, 446 км а/д Р-22 Каспий, право|52.735158|41.274117|68856|RU|8-989-820-0506|Тамбовская область
Тамбовский р-н, р.п.Новая Ляда, 16+850км автодороги Тамбов -Пенза, выезд на аэропорт|52.710553|41.699787|68857|RU|8-989-820-0464|Тамбовская область
г. Минск, ул. Южная, д.39|53.913317|27.68302|69|BY|-|Минская область
"Ржевский район, сельское поселение ""Хорошево"", Аграрный колледж «Ржевский» "|56.253529|34.27564|69075|RU|(48131) 2-39-83|Тверская область
г. Тверь, ул. Вагжанова, 11, при движении из г.Москвы съезд с трассы М10 на Московское ш., на пл.Гагарина поворот налево, через 500 м справа|56.851922|35.936153|69414|RU|(4822) 35-57-07|Тверская область
 Калининский район, Эммаусское сельское поселение, пос. Эммаусс, на 152 км. + 400 м. (правая сторона) автодороги М-10|56.781548|36.105057|69442|RU|+7 961-019-5959 |Тверская область
Калининский район, Эммаусское сельское поселение, 150 км. + 00 м. (левая сторона) автодороги Москва-С.Петербург|56.770741|36.136391|69443|RU|8-915-737-71-99|Тверская область
Калининский район, Заволжское сельское поселение, в районе д. Николо-Малица, 178 км + 300 м (лево) М10|56.8771|35.78335|69464|RU|(4822) 37-98-29|Тверская область
Бологовский район, Куженкинское сельское поселение, в районе д. Лопатино 343 км + 270м (справа) М10|57.783246|33.906113|69465|RU|8-961-019-54-54|Тверская область
Конаковский район, Городенский с/о, с. Городня, 136 км (слева) М10|56.702741|36.333722|69468|RU|(4824) 25-61-90               |Тверская область
"Ржевский район, сельское поселение ""Есинка"", д.Захарово,  223 км (слева) а/д М-9 ""Балтия"""|56.219105|34.347886|69469|RU|8 961 019 51 51|Тверская область
"Нелидовский район, Земцовское сельское поселение, д. Подберезье, 345 км а/д ""Москва Рига"" (право)"|56.305536|32.421066|69470|RU|8 961 019 56 56|Тверская область
Вышневолоцкий р-н, с/п Лужниковское, скоростная автомобильная дорога М-11 Москва-Санкт-Петербург, 313 км слева|57.551744|34.266584|69471|RU| 8-961-019-53-53|Тверская область
Вышневолоцкий район, р. Борисовский, 327 км а/д М-11, справа|57.680564|34.224323|69472|RU|8-961-019-52-52|Тверская область
г.Кохма, Кочетовой, 59|56.943483|41.113283|6Д|RU|(4932) 490570|Ивановская область
130 км. трассы А113, д. Лесное|57.10785|41.014083|6 НП|RU|8-915-838-30-48|Ивановская область
г. Череповец, ул.Рыбинская.|59.07865|37.9186|6 Э|RU|(921) 137-04-13|Вологодская область
Минская обл., Воложинский р-н, 74 км автодороги Минск-Гродно|54.061858|26.532771|7|BY|-|Минская область
Гомельская обл., г. Гомель, пр-т Космонавтов, 10|52.44574|30.971368|70|BY|-|Гомельская область
Минская обл., Столбцовский р-н, 286-й км автострады Брест-Минск-гр.Российской Федерации|53.530856|26.74438|71|BY|-|Минская область
1 км трассы Тула - Алешня, с. Маслово, Ленинский р-он. |54.204966|37.532227|71901|RU|8-4872-39-66-42|Тульская область
г. Тула, ул. Пролетарская, 2 А |54.194631|37.631742|71902|RU|(963) 228-96-39|Тульская область
"213 км трассы ""Дон"", Киреевский р-он., справа"|54.00001|38.01207|71903|RU|8-963-228-96-29|Тульская область
